,Chd1_Ctrl1,Chd1_Auxin1,Chd1_Ctrl2,Chd1_Auxin2
FBgn0029996,628.595938378955,540.51349305102,570.119730022154,546.880972070965
FBgn0029995,35.5199759700437,45.2889265580089,25.8693071214241,30.0690568836269
FBgn0029994,8.61090326546514,4.92270940847923,4.97486675412001,6.57760619329339
FBgn0029992,578.006881694347,618.292301704991,527.335875936722,484.863542248484
FBgn0004656,2925.55438444178,2756.71726874837,2742.14655487095,2627.2838452069
FBgn0029990,128.087186073794,108.299606986543,101.487281784048,89.2675126232675
FBgn0029989,10.7636290818314,8.86087693526261,19.8994670164801,9.39658027613342
FBgn0003656,488.668760315147,624.199552995166,511.416302323537,683.1313860749
FBgn0029986,120.552645716512,113.222316395022,93.5274949774563,132.491781893481
FBgn0027280,2433.65653540208,2316.62704763033,2612.80001926383,2335.98985664677
FBgn0029980,1489.68626492547,1388.20405319114,1501.41478639342,1373.78003637071
FBgn0029979,1066.67564200949,968.789211588712,1013.87784448966,1040.20143656797
FBgn0029977,142.079903880175,126.021360857068,117.406855397232,123.095201617348
FBgn0029974,123.781734441061,90.5778531160178,104.47220183652,77.051958264294
FBgn0053222,5.38181454091571,1.96908376339169,4.97486675412001,4.69829013806671
FBgn0260447,3.22908872454943,2.95362564508754,1.98994670164801,0.939658027613342
FBgn0029970,202.356226738431,270.749017466358,187.054989954913,237.733480986175
FBgn0029969,504.814203937894,469.626477568919,594.994063792754,515.872257159725
FBgn0029965,15.069080714564,12.799044462046,12.934653560712,3.75863211045337
FBgn0029963,5.38181454091571,10.8299606986543,13.929626911536,7.51726422090674
FBgn0029999,477.905131233315,407.60033902208,465.647528185633,394.656371597604
FBgn0030003,869.701229811979,731.514618100014,875.576548725123,815.623167968381
FBgn0030004,139.927178063809,142.758572845898,172.130389692553,192.629895660735
FBgn0030005,141.003540971992,133.897695910635,128.351562256296,152.224600473361
FBgn0030008,185.1344202075,167.372119888294,184.070069902441,165.379812859948
FBgn0030009,31.2145243373111,40.3662171495297,38.8039606821361,25.3707667455602
FBgn0030010,93.6435730119334,101.407813814672,114.42193534476,97.7244348717876
FBgn0030012,139.927178063809,153.588533544552,150.240975974424,166.319470887562
FBgn0030013,619.98503511349,616.3232179416,593.004117091106,655.881303274113
FBgn0030014,9.68726617364828,5.90725129017508,11.939680209888,9.39658027613342
FBgn0030025,228.188936534826,221.521923381565,199.989643515625,223.638610571975
FBgn0020653,2443.34380157573,2402.28219133786,2642.64921978855,2297.46387751462
FBgn0030027,31.2145243373111,21.6599213973086,24.8743337706001,16.9138444970402
FBgn0030030,255.098009239405,236.290051607003,285.557351686489,275.319802090709
FBgn0030033,4.30545163273257,6.89179317187092,2.98492005247201,0.939658027613342
FBgn0030034,543.563268632487,509.992694718448,492.511808657881,508.354992938818
FBgn0030035,256.174372147588,293.393480745362,290.532218440609,278.138776173549
FBgn0040928,72.1163148482705,68.9179317187092,61.6883477510882,85.5088805128141
FBgn0015519,17.2218065309303,17.7217538705252,16.914546964008,15.9741864694268
FBgn0030029,77.4981293891863,69.9024736004051,68.6531612068562,59.1984557396405
FBgn0030028,186.210783115684,186.078415640515,143.276162518656,153.164258500975
FBgn0017566,416.552445466876,393.816752678338,411.918967241137,358.009708520683
FBgn0030026,525.265099193374,562.173414448328,540.270529497434,581.648319092659
FBgn0030017,177.599879850218,157.526701071335,163.175629535136,159.741864694268
FBgn0030016,52.741782500974,63.0106804285341,59.6984010494402,49.8018754635071
FBgn0030015,10.7636290818314,8.86087693526261,5.96984010494402,8.45692224852008
FBgn0030011,31.2145243373111,36.4280496227463,24.8743337706001,33.8276889940803
FBgn0030007,364.887025874085,389.878585151555,400.974260382073,447.277221143951
FBgn0030006,333.672501536774,311.115234615887,388.039606821361,324.182019526603
FBgn0025800,981.642972263026,998.325468039588,1008.90297773554,998.856483352982
FBgn0030001,10.7636290818314,12.799044462046,25.8693071214241,25.3707667455602
FBgn0030000,262.632549596687,211.676504564607,256.703124512593,218.000662406295
FBgn0030038,449.919695620554,415.476674075647,453.707847975745,405.932267928964
FBgn0023506,247.563468882123,263.857224294487,254.713177810945,295.052620670589
FBgn0014465,3.22908872454943,4.92270940847923,5.96984010494402,0.939658027613342
FBgn0014466,1.07636290818314,0.984541881695846,1.98994670164801,2.81897408284003
FBgn0000359,1.07636290818314,0.984541881695846,0.994973350824003,0
FBgn0000360,5.38181454091571,0.984541881695846,4.97486675412001,3.75863211045337
FBgn0053181,157.148984594739,161.464868598119,139.29626911536,184.172973412215
FBgn0030049,1341.1481835962,1097.76419809087,1182.02834077892,1077.7877576725
FBgn0030052,1552.11531360009,1207.04834695911,1265.60610224813,1184.90877282042
FBgn0030053,287.388896484899,342.620574830154,306.451792053793,270.621511952642
FBgn0025864,1047.3011096622,965.835585943625,1036.76223155861,939.658027613342
FBgn0030055,492.974211947879,598.601464071074,520.371062480953,622.053614280032
FBgn0030056,3506.79035486068,3118.04413933074,3518.22576851367,3211.7511383824
FBgn0027864,105.483565001948,92.5469368794095,90.5425749249843,73.2933261538407
